epoch_num,rank_num,Loss,Total,Correct,Acc@1,TrainingTime
0,0,1.9485984637187077,12480,3456.0,0.27692307692307694,57.03934992599898
0,1,1.9418022693731847,12480,3549.0,0.284375,57.95943912599796
0,2,1.9417366223457533,12480,3492.0,0.2798076923076923,58.80167267100296
0,3,1.9305182181871854,12480,3603.0,0.28870192307692305,58.46912114500083
1,0,1.6930202361864921,12480,4787.0,0.383573717948718,56.79688322400398
1,1,1.6957753150891035,12480,4772.0,0.38237179487179485,58.31635895599538
1,2,1.6927413414686154,12480,4861.0,0.38950320512820513,58.08906546799426
1,3,1.697708807236109,12480,4774.0,0.38253205128205126,57.33966010400127
2,0,1.5552435110776852,12480,5490.0,0.43990384615384615,56.899056424987066
2,1,1.5617376645406087,12480,5396.0,0.4323717948717949,58.12994115299989
2,2,1.5568633024509138,12480,5430.0,0.43509615384615385,58.06787367799916
2,3,1.5667370967375926,12480,5417.0,0.4340544871794872,57.512441227992895
3,0,1.4797562116231673,12480,5850.0,0.46875,56.83390530799443
3,1,1.4751440482261853,12480,5760.0,0.46153846153846156,58.05254562299524
3,2,1.4728316753338544,12480,5835.0,0.4675480769230769,57.95783234299779
3,3,1.4888972294636262,12480,5777.0,0.46290064102564105,57.3805870630149
4,0,1.4014432625892834,12480,6116.0,0.49006410256410254,56.74042349699084
4,1,1.4304926328169993,12480,6050.0,0.484775641025641,58.00997305400233
4,2,1.3756945591706495,12480,6325.0,0.5068108974358975,57.84958990298401
4,3,1.4005750955679477,12480,6128.0,0.491025641025641,57.23577646701415
5,0,1.3556813105558738,12480,6362.0,0.509775641025641,56.848713764986314
5,1,1.3567954173454873,12480,6366.0,0.5100961538461538,58.12355379699511
5,2,1.3390280582965948,12480,6426.0,0.5149038461538461,57.94659343499734
5,3,1.3567461625123636,12480,6336.0,0.5076923076923077,57.503445481997915
6,0,1.3124586542447407,12480,6599.0,0.5287660256410256,56.67101677001483
6,1,1.299583781682528,12480,6655.0,0.5332532051282052,58.1716269249755
6,2,1.2973216133239942,12480,6577.0,0.5270032051282051,58.12103700797525
6,3,1.289793693102323,12480,6615.0,0.5300480769230769,57.21285894898028
7,0,1.2580320868736659,12480,6872.0,0.5506410256410257,56.74922703099219
7,1,1.2646310210227967,12480,6766.0,0.5421474358974359,58.13179103200673
7,2,1.251375941129831,12480,6831.0,0.5473557692307692,58.24500188601451
7,3,1.2787192842899224,12480,6688.0,0.5358974358974359,57.29562696099856
8,0,1.2215464833455207,12480,7013.0,0.5619391025641025,56.66172951900626
8,1,1.220586945154728,12480,6988.0,0.5599358974358974,58.133948868000516
8,2,1.2132688873853439,12480,6962.0,0.5578525641025641,58.00048719999904
8,3,1.2294311972764822,12480,6925.0,0.5548878205128205,57.23725637999269
9,0,1.1925899438368968,12480,7154.0,0.5732371794871794,56.80182583799251
9,1,1.1695959112583063,12480,7248.0,0.5807692307692308,58.23203275499145
9,2,1.1932633424416565,12480,7111.0,0.5697916666666667,58.07064695800727
9,3,1.203403338102194,12480,7078.0,0.5671474358974359,57.32194289899235
10,0,1.1537092404487805,12480,7325.0,0.5869391025641025,56.70842432302743
10,1,1.1502788812686235,12480,7315.0,0.5861378205128205,58.255360542991184
10,2,1.1573143647267268,12480,7274.0,0.5828525641025641,58.11694394400183
10,3,1.145849867967459,12480,7306.0,0.5854166666666667,57.297762394997335
11,0,1.1203086529022608,12480,7432.0,0.5955128205128205,56.84480479500053
11,1,1.1282975468880092,12480,7414.0,0.5940705128205128,58.23437810099131
11,2,1.108268329119071,12480,7540.0,0.6041666666666666,58.01060807999784
11,3,1.127698972591987,12480,7415.0,0.5941506410256411,57.20474858600937
12,0,1.0826569859798139,12480,7595.0,0.608573717948718,56.76230658502027
12,1,1.0931359196320558,12480,7570.0,0.6065705128205128,58.178834104997804
12,2,1.089157068118071,12480,7580.0,0.6073717948717948,57.87778657499075
12,3,1.0981778933451727,12480,7531.0,0.6034455128205128,57.26763910899899
13,0,1.0737731774648032,12480,7600.0,0.6089743589743589,56.66821595899273
13,1,1.0731675878549234,12480,7596.0,0.6086538461538461,58.10402269399856
13,2,1.0624397412324562,12480,7730.0,0.6193910256410257,57.92976136201287
13,3,1.0570603657991458,12480,7704.0,0.6173076923076923,57.35853486498672
14,0,1.0397035021048326,12480,7823.0,0.6268429487179488,56.66589389999717
14,1,1.035479373503954,12480,7821.0,0.6266826923076924,58.0246218159773
14,2,1.0348645350871941,12480,7754.0,0.6213141025641026,57.682554513998184
14,3,1.0322790732750526,12480,7869.0,0.6305288461538462,57.236297269000715
15,0,1.0089115720528823,12480,7973.0,0.6388621794871795,56.60445424900354
15,1,0.99411057080978,12480,7962.0,0.6379807692307692,57.930668969002
15,2,1.008829613832327,12480,8004.0,0.6413461538461539,57.71719836599368
15,3,1.0178607497459804,12480,7872.0,0.6307692307692307,57.212728572993
16,0,0.9778633417227329,12480,8095.0,0.6486378205128205,56.69945431998531
16,1,0.9914021669290005,12480,8032.0,0.6435897435897436,58.025907804998496
16,2,0.9845977153533544,12480,8036.0,0.6439102564102565,57.834965624006145
16,3,0.9841547220181196,12480,8053.0,0.6452724358974359,57.16910631799328
17,0,0.9626590612607124,12480,8186.0,0.6559294871794872,56.71195079500285
17,1,0.9566275428502987,12480,8229.0,0.659375,58.10416615898612
17,2,0.9649172908220536,12480,8109.0,0.6497596153846154,57.86028131999592
17,3,0.9530513622821906,12480,8197.0,0.6568108974358975,57.29669436399308
18,0,0.931859436707619,12480,8365.0,0.6702724358974359,56.71177242898557
18,1,0.9379520611885267,12480,8288.0,0.6641025641025641,58.089619115011374
18,2,0.9331576078366011,12480,8344.0,0.6685897435897435,58.01886253499288
18,3,0.9380719288801536,12480,8220.0,0.6586538461538461,57.230334551011765
19,0,0.9019602674704331,12480,8436.0,0.6759615384615385,56.69561089899253
19,1,0.9142603064194704,12480,8387.0,0.6720352564102564,58.17879379999977
19,2,0.9079886094117776,12480,8370.0,0.6706730769230769,57.733469310989676
19,3,0.918141547533182,12480,8409.0,0.6737980769230769,57.109939467989534
20,0,0.9039034864841363,12480,8465.0,0.6782852564102564,56.71380984498683
20,1,0.9013859531818292,12480,8401.0,0.6731570512820513,58.02989708700625
20,2,0.8759066924070701,12480,8637.0,0.6920673076923077,57.880670646007275
20,3,0.8904037842383752,12480,8538.0,0.6841346153846154,57.20065243499812
21,0,0.8807089655827254,12480,8568.0,0.6865384615384615,56.75946282201221
21,1,0.879653953283261,12480,8541.0,0.684375,58.09171019600399
21,2,0.8761183212964962,12480,8669.0,0.6946314102564103,57.9135566700279
21,3,0.8843978056540855,12480,8521.0,0.6827724358974359,57.25197822898372
22,0,0.8525162910803771,12480,8648.0,0.6929487179487179,56.68395800001599
22,1,0.8669207563767066,12480,8584.0,0.6878205128205128,58.078536915998484
22,2,0.8681531172532302,12480,8560.0,0.6858974358974359,57.90013310401446
22,3,0.8678730989113832,12480,8630.0,0.6915064102564102,57.29045458200744
23,0,0.8615926299339686,12480,8629.0,0.6914262820512821,56.70264784000938
23,1,0.8604325043849456,12480,8665.0,0.6943108974358975,58.075885989996095
23,2,0.8602916667094598,12480,8621.0,0.6907852564102565,57.82497696201062
23,3,0.8411969649486053,12480,8727.0,0.6992788461538462,57.29215223199208
24,0,0.8528195029649979,12480,8652.0,0.6932692307692307,56.69478844898185
24,1,0.8397422081384903,12480,8748.0,0.7009615384615384,58.05416026898638
24,2,0.8587506529612419,12480,8623.0,0.6909455128205129,57.8527160600097
24,3,0.8471765976685744,12480,8771.0,0.7028044871794872,57.21401967599195
